Measurement Name :,20190130_resp_larvae_T2,,Generated On :,"30/01/2019, 19:35:51",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
30.01.19 19:28:11,79.95,253.45,253.88,256.9,253.45,255.61,256.04,258.64,256.47,261.67,258.2,257.34,256.9,255.18,257.77,259.07,249.58,259.94,260.37,256.47,253.45,260.37,265.59,263.41,253.88,,14,968,28,14.59,
30.01.19 19:28:26,80.2,253.45,254.74,257.34,253.45,255.61,256.47,258.2,256.47,261.67,259.07,258.2,256.9,256.9,258.2,258.64,250.87,259.5,259.94,257.77,253.88,259.94,267.78,263.85,253.88,,14,968,28,14.57,
30.01.19 19:28:41,80.45,252.59,254.74,257.34,253.88,255.18,255.61,258.2,256.9,261.24,259.07,258.2,257.34,256.47,257.77,259.5,251.3,259.5,259.94,256.04,252.59,259.07,265.16,264.72,253.02,,14,968,28,14.57,
30.01.19 19:28:56,80.7,253.02,254.31,257.34,253.45,254.74,255.18,258.64,256.47,261.67,258.2,257.77,256.9,256.04,258.64,259.07,250.87,259.5,260.81,256.04,254.31,259.07,266.47,263.85,253.02,,14,968,28,14.57,
30.01.19 19:29:11,80.95,252.59,253.88,256.9,253.45,255.18,255.61,258.64,256.47,261.24,257.77,257.77,256.47,256.47,258.2,259.07,250.44,259.5,259.94,255.18,253.45,260.37,267.78,262.98,253.02,,14,968,28,14.57,
30.01.19 19:29:26,81.2,252.59,254.31,256.9,252.59,254.74,255.61,257.77,256.04,261.24,257.77,257.77,256.9,255.61,257.77,257.77,250.44,258.64,259.5,256.47,253.45,260.37,266.47,262.11,251.3,,14,968,28,14.57,
30.01.19 19:29:41,81.45,253.02,254.74,257.34,253.45,255.18,256.04,258.2,256.9,261.24,259.07,257.34,256.47,256.47,257.77,258.64,250.44,258.64,260.37,256.04,251.73,257.77,268.22,261.24,253.45,,14,968,28,14.57,
30.01.19 19:29:56,81.7,253.02,254.31,256.47,253.45,253.88,254.74,258.64,256.04,260.81,257.77,257.77,256.9,255.61,258.2,258.2,249.15,260.81,260.37,256.04,253.45,259.94,264.72,264.29,252.59,,14,968,28,14.57,
30.01.19 19:30:11,81.95,252.59,254.74,256.9,253.02,254.74,256.47,258.64,256.47,261.67,258.64,258.2,256.47,256.47,257.34,258.2,250.44,260.81,260.81,255.61,253.02,258.2,266.9,262.11,254.31,,14,968,28,14.57,
30.01.19 19:30:26,82.2,252.59,254.31,256.04,253.02,254.31,255.61,257.34,256.04,261.24,256.9,256.47,256.9,255.18,257.34,258.2,249.15,258.64,259.94,255.18,253.45,258.64,266.03,264.29,252.59,,14,968,28,14.57,
30.01.19 19:30:41,82.45,253.02,254.31,256.9,253.45,254.31,255.61,258.64,256.47,261.67,258.64,257.77,256.9,256.47,258.2,259.07,250.44,259.5,259.94,255.61,254.31,261.24,266.47,263.85,250.87,,14,968,28,14.57,
30.01.19 19:30:56,82.7,252.59,254.31,256.9,253.02,254.74,256.47,258.64,256.04,261.67,258.2,256.47,256.9,256.9,258.2,258.2,250.44,259.5,260.81,256.04,254.31,258.64,266.9,263.41,253.45,,14,968,28,14.56,
30.01.19 19:31:11,82.95,252.16,253.88,256.47,253.02,255.18,256.04,258.2,256.47,260.81,256.9,257.34,256.47,255.61,257.34,258.2,249.58,259.5,260.37,256.04,251.73,259.5,265.16,263.85,253.02,,14,968,28,14.57,
30.01.19 19:31:26,83.2,252.59,254.31,256.9,253.88,254.74,256.47,258.2,256.9,261.24,258.64,257.77,256.04,256.04,257.34,258.64,250.01,259.5,259.5,256.9,252.16,260.81,266.9,263.85,252.59,,14,968,28,14.56,
30.01.19 19:31:41,83.45,253.02,254.74,256.9,253.45,254.74,256.04,258.2,256.47,260.81,258.2,258.2,257.34,256.9,257.77,257.34,250.44,259.94,259.5,255.61,252.59,257.77,266.47,264.29,253.02,,14,968,28,14.56,
30.01.19 19:31:56,83.7,252.59,254.31,256.9,253.45,255.18,255.61,257.77,256.04,260.81,258.2,256.9,256.04,256.47,257.34,258.2,250.01,259.94,259.94,256.04,253.45,259.07,267.34,263.41,253.02,,14,968,28,14.56,
30.01.19 19:32:11,83.95,252.16,254.74,256.9,253.45,254.31,256.47,257.34,256.04,261.67,258.2,256.9,256.47,256.04,257.77,258.64,250.01,259.5,260.37,256.47,254.74,260.37,265.59,263.41,253.88,,14,968,28,14.54,
30.01.19 19:32:26,84.2,252.59,253.88,256.47,253.02,253.02,255.61,257.34,256.47,260.37,257.77,257.34,256.47,256.47,257.34,258.64,249.15,258.2,260.37,255.18,253.45,258.2,266.9,262.98,252.16,,14,968,28,14.56,
30.01.19 19:32:41,84.45,252.59,253.88,257.34,253.45,254.31,255.18,257.77,256.47,260.81,258.2,256.9,256.9,255.61,257.77,258.64,249.15,258.2,259.94,255.18,253.88,258.64,267.34,261.24,253.45,,14,968,28,14.56,
30.01.19 19:32:56,84.7,252.59,254.74,256.47,253.02,253.02,254.74,258.64,256.04,261.24,258.64,257.34,256.9,255.61,257.34,258.64,249.58,258.64,260.37,255.61,253.88,259.07,266.47,264.29,252.16,,14,968,28,14.56,
30.01.19 19:33:12,84.97,253.02,254.74,256.9,253.45,254.31,255.61,257.77,256.9,260.81,257.34,256.9,257.34,255.61,258.2,258.2,250.01,259.5,260.37,255.61,252.59,259.07,265.16,262.11,255.18,,14,968,28,14.56,
30.01.19 19:33:27,85.22,253.02,254.31,256.47,253.45,253.88,256.04,258.64,255.61,261.67,258.2,256.9,256.04,256.04,258.64,258.64,250.01,260.37,260.37,255.61,252.59,259.07,266.47,262.98,254.31,,14,968,28,14.54,
30.01.19 19:33:42,85.47,253.02,254.31,256.47,253.45,254.31,255.18,258.64,255.61,262.11,258.2,256.9,256.04,256.47,258.2,258.64,250.44,258.64,259.5,255.61,253.88,260.37,266.03,263.41,253.45,,14,968,28,14.54,
30.01.19 19:33:57,85.72,252.16,253.88,256.47,253.02,253.88,256.04,258.2,255.61,260.81,257.77,257.77,256.9,256.47,256.9,258.64,250.44,259.94,260.37,254.74,253.02,259.94,265.16,266.03,252.59,,14,968,28,14.54,
30.01.19 19:34:12,85.97,251.73,253.45,256.9,252.59,254.74,255.61,257.77,256.47,261.67,257.77,257.34,256.47,256.04,258.2,257.77,250.44,259.07,258.64,253.45,252.59,259.07,265.16,262.54,253.02,,14,968,28,14.54,
30.01.19 19:34:27,86.22,252.59,254.31,256.04,253.02,254.74,254.74,257.34,256.47,261.67,258.64,256.9,256.9,255.61,257.77,258.64,250.87,258.64,260.37,256.04,253.88,257.77,266.47,264.29,253.88,,14,968,28,14.54,
30.01.19 19:34:42,86.47,252.16,253.88,256.47,252.59,254.31,255.61,257.77,256.47,260.81,257.34,256.9,256.04,255.61,257.34,258.2,249.58,257.77,259.94,256.04,253.02,261.24,265.16,264.72,253.88,,14,968,28,14.52,
30.01.19 19:34:57,86.72,252.59,254.31,256.47,253.02,255.18,255.18,257.77,256.04,260.37,258.2,256.9,257.34,255.18,256.9,258.64,250.44,259.07,259.94,255.61,253.88,259.94,264.29,263.85,254.31,,14,968,28,14.52,
30.01.19 19:35:12,86.97,252.16,254.31,256.47,253.02,254.31,255.18,257.77,255.61,261.67,258.2,256.47,256.9,255.18,257.34,258.64,249.15,260.37,260.37,255.18,253.45,258.2,263.85,263.41,252.59,,14,968,28,14.54,
30.01.19 19:35:27,87.22,252.16,253.88,256.04,252.59,253.88,255.61,257.77,255.61,260.37,256.9,256.9,256.47,256.47,258.64,258.2,250.01,259.94,260.37,255.18,253.88,258.2,266.9,263.85,253.88,,14,968,28,14.54,
