Measurement Name :,20190402_resp_3_T3,,Generated On :,"02/04/2019, 18:00:55",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
02.04.19 17:54:50,25.08,262.64,263.97,270.2,264.41,266.19,264.41,276.01,268.41,266.63,267.08,274.22,267.52,265.3,268.86,274.67,255.13,263.97,269.75,271.98,255.57,260.87,266.63,264.85,254.69,,13,968,29,15.5,
02.04.19 17:55:05,25.33,263.08,263.97,270.2,263.97,266.63,264.41,275.57,268.86,266.63,267.52,274.67,267.52,265.3,268.41,274.22,255.13,263.97,269.75,271.98,255.57,261.31,266.63,265.3,254.25,,13,968,29,15.48,
02.04.19 17:55:20,25.58,262.19,263.52,269.75,263.97,266.19,263.97,275.57,268.41,266.19,267.08,273.77,267.52,265.3,267.97,274.22,255.13,263.52,269.3,271.54,255.13,260.87,266.19,264.41,254.25,,13,968,29,15.48,
02.04.19 17:55:35,25.83,262.19,263.08,269.75,263.97,266.19,263.97,275.57,268.41,266.19,266.63,273.77,267.08,264.85,267.97,273.77,254.69,263.52,269.3,271.54,254.69,261.31,266.19,264.41,253.81,,13,968,29,15.48,
02.04.19 17:55:50,26.08,262.64,262.64,269.75,263.97,266.19,263.52,276.01,267.97,266.19,266.63,273.77,267.52,264.85,267.97,273.77,254.69,263.52,269.3,271.54,254.69,260.87,265.3,264.41,253.81,,13,968,29,15.47,
02.04.19 17:56:05,26.33,262.64,263.08,269.75,263.97,265.74,263.97,275.57,268.41,266.63,267.08,274.22,267.08,264.85,268.41,274.22,254.69,263.52,269.75,271.54,255.57,260.87,266.19,264.85,253.81,,13,968,29,15.45,
02.04.19 17:56:20,26.58,262.19,263.52,269.75,263.52,265.74,263.52,275.57,267.97,266.19,266.63,273.77,267.08,264.85,267.97,273.77,255.13,263.52,269.3,270.64,254.69,260.42,265.3,264.41,253.81,,13,968,29,15.45,
02.04.19 17:56:36,26.85,263.08,263.08,269.75,263.97,265.74,263.52,276.01,267.52,266.19,267.08,273.77,267.08,265.3,267.97,273.77,254.69,263.52,269.3,270.64,255.57,260.42,266.19,264.41,253.81,,13,968,29,15.45,
02.04.19 17:56:51,27.1,262.19,263.52,269.75,263.52,265.74,263.52,275.12,267.97,265.74,267.08,273.77,267.08,264.85,267.97,273.32,254.25,263.08,269.3,271.09,254.69,260.87,265.74,264.41,253.38,,13,968,29,15.45,
02.04.19 17:57:06,27.35,261.75,263.08,269.3,263.52,265.3,263.08,275.12,267.52,265.74,266.19,273.77,267.08,264.41,267.52,273.32,254.25,263.08,268.86,271.09,254.25,259.98,265.3,264.41,252.94,,13,968,29,15.43,
02.04.19 17:57:21,27.6,262.19,262.64,269.75,263.52,265.74,262.64,275.12,267.52,265.74,266.19,273.32,266.63,264.41,267.97,273.32,253.81,263.08,268.86,270.64,254.25,259.98,265.3,263.52,253.81,,13,968,29,15.43,
02.04.19 17:57:36,27.85,262.19,262.64,269.3,263.08,264.85,263.08,275.12,267.52,265.74,266.63,273.32,266.63,264.41,267.52,273.32,253.81,263.08,268.86,270.64,254.69,259.98,265.3,263.97,253.81,,13,968,29,15.43,
02.04.19 17:57:51,28.1,262.19,262.19,268.86,263.52,265.3,262.64,275.57,267.08,265.3,266.19,273.32,267.08,264.41,267.08,273.32,253.81,263.08,268.86,270.64,254.69,260.42,265.3,263.97,253.38,,13,968,29,15.43,
02.04.19 17:58:06,28.35,261.75,262.64,269.3,263.52,264.85,262.19,274.22,267.08,265.3,266.19,272.88,266.19,263.52,267.52,272.88,253.38,262.64,268.86,270.2,254.25,259.54,265.3,263.97,253.38,,13,968,29,15.41,
02.04.19 17:58:21,28.6,261.75,262.19,269.3,263.08,264.85,262.64,275.12,267.52,265.3,266.19,272.88,266.63,263.97,267.08,273.32,253.81,262.64,268.86,270.2,254.25,259.98,265.3,263.97,252.94,,13,968,29,15.41,
02.04.19 17:58:36,28.85,261.75,262.64,268.86,263.08,264.85,262.64,274.67,267.08,265.3,265.74,272.88,266.63,263.97,267.08,272.88,253.81,262.19,268.86,270.2,254.25,259.98,264.85,263.97,252.94,,13,968,29,15.39,
02.04.19 17:58:51,29.1,261.75,262.19,269.3,262.64,264.41,262.64,274.67,266.63,265.3,265.74,272.88,266.19,264.41,267.52,273.32,253.81,262.64,268.41,269.75,253.81,260.42,264.85,263.52,252.94,,13,968,29,15.39,
02.04.19 17:59:06,29.35,260.87,262.19,268.86,262.64,264.41,262.19,274.22,266.19,264.41,265.3,272.88,266.19,263.52,266.63,272.43,252.94,261.75,268.41,269.3,253.38,259.1,264.41,263.08,252.5,,13,968,29,15.39,
02.04.19 17:59:21,29.6,260.87,261.75,268.86,262.64,264.41,262.19,273.77,266.63,264.85,265.74,272.43,266.19,263.52,266.63,272.88,252.94,262.19,268.86,269.75,253.81,259.54,264.85,263.08,252.5,,13,968,29,15.39,
02.04.19 17:59:36,29.85,261.75,262.19,268.86,262.64,264.41,261.75,274.22,266.63,264.41,264.85,272.43,266.19,263.08,266.63,272.43,253.38,262.19,267.97,269.75,253.81,259.1,264.41,262.64,252.5,,13,968,29,15.39,
02.04.19 17:59:51,30.1,261.75,262.19,268.41,262.19,264.41,262.19,274.22,266.63,264.41,265.3,272.43,266.19,263.52,266.63,272.43,252.94,261.75,267.52,269.75,254.25,259.1,263.97,263.08,252.5,,13,968,29,15.38,
02.04.19 18:00:06,30.35,260.87,261.75,268.41,261.75,263.97,261.75,273.77,266.19,264.41,264.85,271.54,265.74,262.64,265.74,271.98,252.5,261.31,267.52,269.3,253.38,258.66,263.97,262.19,252.06,,13,968,29,15.36,
02.04.19 18:00:21,30.6,260.87,261.75,268.86,262.19,263.97,261.31,273.77,266.19,264.41,264.85,271.98,265.74,263.08,266.19,271.98,252.5,261.75,267.97,269.3,253.38,259.1,263.97,263.08,252.06,,13,968,29,15.38,
02.04.19 18:00:36,30.85,260.87,261.75,268.41,261.75,263.97,261.31,273.77,266.19,264.41,264.41,271.98,265.74,263.08,265.74,271.98,252.5,261.75,267.97,269.3,253.38,258.66,263.97,262.19,252.06,,13,968,29,15.36,
